trade_date,amd_tag,asian_range_pips,asian_net_pips,asian_is_flat,judas_direction,judas_pips,reversal_confirmed,compression_breakout,delayed_distribution,layer4_d1_bias,layer4_bullish_count,layer4_bearish_count,daily_bias_alignment
2026-03-25,AMD_SHIFTED,43,-28,true,UP,22,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2026-03-26,AMD_COMPRESSION_BREAKOUT,25,-4,true,DOWN,10,false,true,false,TRENDING_DOWN,1,4,CONFLICTED
2026-03-27,AMD_SHIFTED,40,3,true,UP,12,true,false,false,TRENDING_DOWN,1,4,ALIGNED
2026-03-30,AMD_TEXTBOOK,31,0,true,UP,10,true,true,false,TRENDING_DOWN,0,5,ALIGNED
2026-03-31,AMD_SHIFTED,41,21,true,DOWN,12,true,true,false,TRENDING_DOWN,1,4,CONFLICTED
2026-04-01,AMD_SHIFTED,47,9,true,UP,25,false,true,false,TRENDING_DOWN,2,3,ALIGNED
2026-04-02,AMD_NONE,75,-38,true,DOWN,18,false,true,false,TRENDING_DOWN,2,3,CONFLICTED
2026-04-03,AMD_FAILED,13,-2,true,DOWN,3,false,false,false,TRENDING_DOWN,2,3,CONFLICTED
2026-04-06,AMD_SHIFTED,49,44,true,UP,7,false,false,false,TRENDING_UP,3,2,CONFLICTED
2026-04-07,AMD_COMPRESSION_BREAKOUT,24,0,true,UP,33,false,true,false,TRENDING_UP,3,2,CONFLICTED
2026-04-08,AMD_SHIFTED,42,-16,true,DOWN,28,true,true,false,TRENDING_UP,3,2,ALIGNED
2026-04-09,AMD_FAILED,21,-10,true,DOWN,7,true,false,false,TRENDING_UP,4,1,ALIGNED
2026-04-10,AMD_COMPRESSION_BREAKOUT,30,-20,true,UP,16,false,true,false,TRENDING_UP,4,1,CONFLICTED
2026-04-13,AMD_SHIFTED,42,37,false,DOWN,11,true,true,false,TRENDING_UP,4,1,ALIGNED
