trade_date,amd_tag,asian_range_pips,asian_is_flat,daily_bias_alignment,judas_direction,reversal_confirmed,predicted_direction,distribution_direction,alignment_correct,tag_at_25,tag_at_30,tag_at_35,tag_at_40,tag_at_45,tag_at_50
2025-10-03,AMD_FAILED,20,true,ALIGNED,DOWN,true,UP,UP,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-10-06,AMD_TEXTBOOK,26,true,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-10-07,AMD_SHIFTED,39,true,CONFLICTED,UP,true,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-10-08,AMD_SHIFTED,24,false,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-10-09,AMD_SHIFTED,40,true,ALIGNED,DOWN,true,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-10-10,AMD_FAILED,28,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-10-13,AMD_SHIFTED,35,true,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-10-14,AMD_NONE,72,false,ALIGNED,UP,true,DOWN,UP,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2025-10-15,AMD_SHIFTED,37,false,ALIGNED,UP,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-10-16,AMD_SHIFTED,36,true,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-10-17,AMD_SHIFTED,48,true,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK
2025-10-20,AMD_FAILED,23,true,CONFLICTED,UP,true,DOWN,UP,false,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-10-21,AMD_SHIFTED,39,false,ALIGNED,DOWN,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-10-22,AMD_COMPRESSION_BREAKOUT,29,true,ALIGNED,DOWN,false,DOWN,UP,false,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-10-23,AMD_FAILED,30,true,CONFLICTED,UP,false,DOWN,UP,false,AMD_SHIFTED,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-10-24,AMD_SHIFTED,23,false,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-10-27,AMD_COMPRESSION_BREAKOUT,20,true,CONFLICTED,UP,false,UP,DOWN,false,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-10-28,AMD_FAILED,17,true,CONFLICTED,UP,false,DOWN,UP,false,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-10-29,AMD_SHIFTED,39,false,ALIGNED,DOWN,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-10-30,AMD_COMPRESSION_BREAKOUT,24,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-10-31,AMD_SHIFTED,27,false,ALIGNED,UP,true,DOWN,UP,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-11-03,AMD_COMPRESSION_BREAKOUT,22,true,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-11-04,AMD_SHIFTED,33,false,CONFLICTED,DOWN,false,DOWN,UP,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-11-05,AMD_SHIFTED,41,true,ALIGNED,UP,false,DOWN,UP,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_FAILED,AMD_FAILED
2025-11-06,AMD_FAILED,21,true,CONFLICTED,DOWN,true,UP,DOWN,false,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-11-07,AMD_FAILED,23,true,CONFLICTED,DOWN,true,UP,DOWN,false,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-11-10,AMD_SHIFTED,37,false,CONFLICTED,UP,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-11-11,AMD_COMPRESSION_BREAKOUT,21,true,CONFLICTED,UP,false,UP,UP,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-11-12,AMD_FAILED,25,true,CONFLICTED,UP,false,DOWN,UP,false,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-11-13,AMD_SHIFTED,44,false,ALIGNED,DOWN,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-11-14,AMD_COMPRESSION_BREAKOUT,27,true,ALIGNED,DOWN,false,DOWN,UP,false,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-11-17,AMD_COMPRESSION_BREAKOUT,25,true,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-11-18,AMD_COMPRESSION_BREAKOUT,33,true,CONFLICTED,UP,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-11-19,AMD_FAILED,33,true,CONFLICTED,DOWN,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-11-20,AMD_TEXTBOOK,16,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-11-21,AMD_TEXTBOOK,22,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-11-24,AMD_TEXTBOOK,19,true,ALIGNED,DOWN,true,UP,UP,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-11-25,AMD_FAILED,21,true,CONFLICTED,UP,true,DOWN,DOWN,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-11-26,AMD_SHIFTED,43,false,ALIGNED,DOWN,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-11-27,AMD_FAILED,17,true,ALIGNED,DOWN,false,UP,UP,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-11-28,AMD_SHIFTED,19,false,CONFLICTED,UP,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-12-01,AMD_FAILED,19,true,ALIGNED,DOWN,true,UP,UP,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-02,AMD_SHIFTED,20,false,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-12-03,AMD_COMPRESSION_BREAKOUT,34,true,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-12-04,AMD_FAILED,14,true,ALIGNED,DOWN,false,UP,UP,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-05,AMD_SHIFTED,24,false,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-12-08,AMD_FAILED,16,true,ALIGNED,DOWN,false,UP,DOWN,false,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-09,AMD_SHIFTED,41,true,CONFLICTED,UP,false,UP,FLAT,n/a,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_FAILED,AMD_FAILED
2025-12-10,AMD_FAILED,22,true,CONFLICTED,UP,false,DOWN,DOWN,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-11,AMD_NONE,52,true,CONFLICTED,UP,false,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2025-12-12,AMD_TEXTBOOK,15,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-12-15,AMD_FAILED,15,true,ALIGNED,UP,true,DOWN,UP,false,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-16,AMD_FAILED,25,true,ALIGNED,UP,false,DOWN,UP,false,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-17,AMD_FAILED,21,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-18,AMD_FAILED,20,true,CONFLICTED,DOWN,true,UP,UP,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-19,AMD_FAILED,23,true,ALIGNED,UP,true,DOWN,FLAT,n/a,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-22,AMD_SHIFTED,29,false,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-12-23,AMD_SHIFTED,23,false,CONFLICTED,UP,false,UP,FLAT,n/a,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-12-24,AMD_FAILED,20,true,ALIGNED,DOWN,true,UP,FLAT,n/a,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-26,AMD_FAILED,18,true,ALIGNED,DOWN,true,UP,UP,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-12-29,AMD_COMPRESSION_BREAKOUT,17,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-12-30,AMD_COMPRESSION_BREAKOUT,26,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-12-31,AMD_FAILED,19,true,ALIGNED,DOWN,false,UP,DOWN,false,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2026-01-02,AMD_TEXTBOOK,25,true,CONFLICTED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2026-01-05,AMD_FAILED,24,true,null,FLAT,false,NO_PREDICTION,UP,n/a,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2026-01-06,AMD_SHIFTED,36,true,ALIGNED,DOWN,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-01-07,AMD_NONE,50,true,ALIGNED,DOWN,false,UP,DOWN,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-01-08,AMD_SHIFTED,35,false,CONFLICTED,UP,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2026-01-09,AMD_SHIFTED,20,false,CONFLICTED,DOWN,true,DOWN,FLAT,n/a,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2026-01-12,AMD_COMPRESSION_BREAKOUT,24,true,ALIGNED,UP,false,UP,UP,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-01-13,AMD_FAILED,15,true,CONFLICTED,DOWN,true,UP,DOWN,false,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2026-01-14,AMD_COMPRESSION_BREAKOUT,25,true,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-01-15,AMD_TEXTBOOK,19,true,ALIGNED,UP,true,DOWN,UP,false,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2026-01-16,AMD_FAILED,12,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2026-01-19,AMD_COMPRESSION_BREAKOUT,24,true,ALIGNED,UP,false,UP,UP,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-01-20,AMD_SHIFTED,38,false,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2026-01-21,AMD_COMPRESSION_BREAKOUT,28,true,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-01-22,AMD_NONE,57,true,ALIGNED,DOWN,true,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-01-23,AMD_COMPRESSION_BREAKOUT,18,true,CONFLICTED,UP,false,UP,UP,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-01-26,AMD_TEXTBOOK,22,true,CONFLICTED,UP,true,DOWN,UP,false,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2026-01-27,AMD_TEXTBOOK,22,true,ALIGNED,DOWN,true,UP,UP,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2026-01-28,AMD_SHIFTED,42,true,CONFLICTED,UP,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_FAILED,AMD_FAILED
2026-01-29,AMD_NONE,73,true,ALIGNED,DOWN,false,UP,DOWN,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-01-30,AMD_NONE,76,false,ALIGNED,DOWN,true,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-02-02,AMD_NONE,62,true,CONFLICTED,UP,false,UP,DOWN,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-02-03,AMD_NONE,94,true,ALIGNED,DOWN,false,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-02-04,AMD_TEXTBOOK,23,true,CONFLICTED,DOWN,true,UP,DOWN,false,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2026-02-05,AMD_SHIFTED,49,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK
2026-02-06,AMD_NONE,67,false,ALIGNED,UP,false,DOWN,UP,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-02-09,AMD_TEXTBOOK,27,true,CONFLICTED,UP,true,DOWN,UP,false,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2026-02-10,AMD_TEXTBOOK,26,true,ALIGNED,UP,true,DOWN,UP,false,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2026-02-11,AMD_NONE,55,false,ALIGNED,DOWN,true,UP,DOWN,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-02-12,AMD_SHIFTED,42,true,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK
2026-02-13,AMD_NONE,54,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-02-16,AMD_SHIFTED,27,false,ALIGNED,UP,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2026-02-17,AMD_TEXTBOOK,30,true,CONFLICTED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2026-02-18,AMD_SHIFTED,21,false,ALIGNED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2026-02-19,AMD_SHIFTED,36,false,ALIGNED,DOWN,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2026-02-20,AMD_SHIFTED,42,true,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-02-23,AMD_SHIFTED,45,true,CONFLICTED,UP,true,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK
2026-02-24,AMD_COMPRESSION_BREAKOUT,25,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-02-25,AMD_NONE,59,false,ALIGNED,DOWN,false,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-02-26,AMD_COMPRESSION_BREAKOUT,22,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-02-27,AMD_SHIFTED,36,true,ALIGNED,DOWN,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-03-02,AMD_NONE,68,true,CONFLICTED,UP,true,UP,DOWN,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-03-03,AMD_SHIFTED,46,true,ALIGNED,DOWN,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT
2026-03-04,AMD_NONE,59,true,ALIGNED,DOWN,true,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-03-05,AMD_NONE,61,true,CONFLICTED,UP,true,UP,DOWN,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-03-06,AMD_SHIFTED,39,false,ALIGNED,DOWN,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2026-03-09,AMD_NONE,66,true,ALIGNED,DOWN,true,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-03-10,AMD_NONE,66,false,ALIGNED,DOWN,true,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-03-11,AMD_NONE,69,true,ALIGNED,DOWN,true,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-03-12,AMD_NONE,50,true,ALIGNED,DOWN,false,UP,DOWN,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-03-13,AMD_NONE,71,false,CONFLICTED,UP,false,UP,DOWN,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2026-03-16,AMD_COMPRESSION_BREAKOUT,25,true,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-03-17,AMD_SHIFTED,46,true,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT
2026-03-18,AMD_COMPRESSION_BREAKOUT,24,true,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2026-03-19,AMD_TEXTBOOK,32,true,CONFLICTED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
